"Front";"Back";"Tags";"Difficulty";"Source"
"What pattern is shown in Beispiel 9.2.8?";"Diffeomorphisms and inverse function theorem.\n\nSource: Der Diffeomorphiesatz vereinfacht die Beweise, dass eine g egebene Abbildung ein Differo- meorphismus ist; es genügt zu zeigen, dass die Abbildung bij ektiv und von der Klasse Ck ist und zusätzlich, dass das Differential in jedem Punkt bijektiv ist. Man brauc ht nicht mehr die Inverse zu berechnen und nach- zuweisen, dass sie Ck ist. Betrachten wir nochmals die Abbildung f : R+ × R \to R2, f (r, \varphi ) = (r cos \varphi , r sin \varphi ). Sie bildet D = R+ × (\varphi 0 − π, \varphi 0 + π) bij…";"beispiel sec-9-2 ch-9";"2";"PDF p170; section 9.2. Der Umkehrsatz"
"State Satz 9.2.10: Hadamard.";"Sei f : Rn → Rn stetig differenzierbar . Die folgenden Bedingungen sind äq uiva- lent zueinander: (i) f ist ein Diffeomorphismus von Rn auf Rn. (ii) d f (a) ist invertierbar für jedes a \in Rn und f ist eigentlich (d.h. f − 1(K) ist kompakt für jede kompakte Teilmenge K \subset Rn). 9.3. Der Satz über implizite Funktionen. Sei f : Rk+ m \to Rm eine Abbildung, z0 \in Im( f ), ( x0, y0) \in Rk × Rm \to Rk+ m liege in der Niveaumenge f − 1(z0). Wir möchten die Gleichung f (x, y) = z0 nahe ( x0, y0) durch eine Funktion y = g(x) auflösen. Beispiel: f : R2 \to R, ( x, y) \mapstoy − x2, z0 := 0, ( x0, y0) := (0,0). Dann ist y − x2 = 0 (nahe (0 ,0)) auflösbar durch y = g(x) := x2. Sie ist aber nicht auflösbar in der Form x = g(y): Es gibt für y > 0 stets zwei Lösungen x = ± \sqrty und für y < 0 gar keine Lösung. Anders ausgedrückt: Die Menge {(x, y) \in R2 : y = x2} ist ein Graph über der x-Achse, aber kein Graph über der y-Achse. Wir führen nun die folgende Notation ein. Die Punkte in Rk+ m schreiben wir als ( x, y) = (x1, . . . ,xk, y1, . . . ,ym). Ist U \subset Rk+ m offen, a \in U und f \in C1(U,Rm), also jeweils d f (a) : Rk+ m \to Rm linear , so seien dx f (a) bzw .d y f (a) die Ein…\n\nUse: This is a reusable tool: check its assumptions before applying it in exercises.";"satz sec-9-2 ch-9 hadamard";"3";"PDF p170; section 9.2. Der Umkehrsatz"
"State Satz 9.3.1: Satz über implizite Funktionen.";"If $d_y f(x_0,y_0)$ is invertible, then near $(x_0,y_0)$ the equation $f(x,y)=z_0$ can be solved uniquely as $y=g(x)$.\n\nUse: Explains constraint solving and manifolds as graphs.";"satz sec-9-3 ch-9 high-yield satz über implizite";"4";"PDF p171; section 9.3. Der Satz über implizite Funktionen"
"State Folgerung 9.3.2: 9.3. Der Satz über implizite Funktionen.";"Es gilt: d g(x0) = − (d y f (x0, y0))− 1 ◦ dx f (x0, y0) . Ist f : Rk+ 1 → R (d.h. m = 1), so gilt: grad g(x0) = − 1 ∂k+ 1 f (x0, y0) (∂1 f , . . . ,∂k f )(x0, y0) .\n\nUse: This is a reusable tool: check its assumptions before applying it in exercises.";"folgerung sec-9-3 ch-9";"3";"PDF p171; section 9.3. Der Satz über implizite Funktionen"
"What pattern is shown in Beispiel 9.3.3?";"Implicit function theorem and derivative formula for the implicit map.\n\nSource: (1) f : R2 \to R, f (x, y) = x2 + y2 (hier k = 1, m = 1). Dann ist ∂f ∂y (x, y) = 2y. Für alle y0 ̸= 0 und alle x0 gilt also: x2 + y2 = z0 = x2 0 + y2 0 kann lokal um ( x0, y0) durch eine Gleichung y = g(x) aufgelöst werden. (Klar auch ohne Satz über implizite Funktionen: g(x) := sign y0 · √ z0 − x2 0 .) Analog für x0 ̸= 0. (2) f : R2 \to R, f (x, y) = x2 − y2. Sei z0 = 0, dann ist f − 1(0) die Vereinigung der zwei Winkelhalbierenden y = x und y = − x. Es ist grad f (x, y) = (2x,− 2y). Daraus f…";"beispiel sec-9-3 ch-9";"2";"PDF p171; section 9.3. Der Satz über implizite Funktionen"
"State Satz 9.4.1: Multiplikatorregel von Lagrange.";"At a constrained local extremum with independent constraint gradients, $\nabla f(a)$ lies in the span of the constraint gradients.\n\nUse: Main method for constrained optimization.";"satz sec-9-4 ch-9 high-yield multiplikatorregel von lagrange";"4";"PDF p174; section 9.4. Extrema unter Nebenbedingungen"
"What pattern is shown in Beispiel 9.4.2?";"Constrained extrema and Lagrange multiplier rule.\n\nSource: Sei U := {(x1, . . . ,xn) \in Rn : x j > 0 \forall j = 1, . . . ,n} und f : U → R, f (x) = x1 · · ·xn. Wir suchen Extrema von f unter der Nebenbedingung x1+ . . .+ xn = 1, d.h. Extrema von f | \varphi − 1(0) mit \varphi : U → R, \varphi (x) = x1 + . . .+ xn − 1. Es ist grad \varphi (x) = (1,1, . . . ,1) ̸= 0 für jedes x \in \varphi − 1(0), also ( m = 1) ist die Voraussetzung an die lineare Unabhängigkeit der Gradienten der \varphi i erfüllt. Also: Ist x \in U lokales Extremum von f | \varphi −…";"beispiel sec-9-4 ch-9";"2";"PDF p174; section 9.4. Extrema unter Nebenbedingungen"
"Define unnamed definition in A.1. Aussagenlogik (Def A.1.1).";"Eine Aussage ist ein sprachlich und grammatisch richtiger Ausdruck, von dem ein- deutig feststeht, ob er wahr (richtig), bezeichnet w , oder f alsch, bezeichnet f, ist. Wahre Aussagen nennen wir Sätze. Wahr und falsch heißen auch Wahrheitswerte.\n\nIntuition: This definition gives precise language for the topic of see reconstructed table of contents for this section.";"definition sec-A-1- Aussagenlogik ch-A";"1";"PDF p177; section A.1. Aussagenlogik"
"What pattern is shown in Beispiel A.1.2?";"See reconstructed table of contents for this section.\n\nSource: A: „3 ist eine gerade Zahl.“ f B: „Es gibt unendlich viele Primzahlen.“ w (Satz von Euklid) Die Klasse aller Aussagen zerfällt also in zwei disjunkte Te ilklassen, die Klasse der wahren und die Klasse der falschen Aussagen. Die Zweiwertigkeit besagt dabei ledigl ich, dass man von jeder Aussage entscheiden kann, ob sie wahr oder falsch ist. Aussagen, deren Wahrheitswert n icht bekannt ist, nennt man Vermutungen. So ist z.B. unbekannt, welchen Wahrheitswert die Goldbachsche Vermutung hat: Jede ge…";"beispiel sec-A-1- Aussagenlogik ch-A";"2";"PDF p177; section A.1. Aussagenlogik"
"Define logische Verknüpfungen, Formel (Def A.1.3).";"Aus den Aussagenvariablen werden mit Hilfe von logischen Verknüpfungen kompliziertere Aussagen, genannt Formeln, aufgebaut. Die logischen Ver- knüpfungen sind: Verknüpfung symbolisch umgangssprachlich Verneinung ¬ non ; nicht Konjunktion ∧ und Disjunktion ∨ oder Implikation ⇒ wenn , dann Äquivalenz \Longleftrightarrow genau dann, wenn Im folgenden bezeichnen wir Aussagenvariablen mit A, B, . . .und definieren die folgenden Formeln: Formel symbolisch umgangssprachlich Verneinung ¬ A non ( A); nicht A Konjunktion A ∧ B A und B Disjunktion A ∨ B A oder B Implikation A ⇒ B aus A folgt B; wenn A, dann B Äquivalenz A \Longleftrightarrow B A äquivalent mit B; A genau dann, wenn B (i) Die Formel ¬ A bezeichnet die Negation (das Gegenteil) von A. Wenn A eine wahre Aussage ist, dann ist ¬ A eine falsche Aussage; ist A eine falsche Aussage, so ist ¬ A eine wahre Aussage. (ii) Die Formel A ∧ B bezeichnet die Konjunktion der beiden Aussagen A und B. Die Formel A ∧ B ist dann und nur dann wahr , wenn A und B beide wahr sind. ANALYSIS I-III, 2011/2013 176 (iii) Die Formel A∨ B bezeichnet die Disjunktion von A und B. Die Formel A∨ B ist dann und nur dann wahr , wenn mindestens eine der beiden Aus…\n\nIntuition: This definition gives precise language for the topic of see reconstructed table of contents for this section.";"definition sec-A-1- Aussagenlogik ch-A logische verknüpfungen formel";"1";"PDF p177; section A.1. Aussagenlogik"
"Define eine Belegung dieser Variablen (Def A.1.7).";"Die Zuordnung von Wahrheitswerten wahr oder falsch zu Aussa genvariablen A, B, . . . heißt eine Belegung dieser Variablen. Die Wahrheitswerttabelle einer Formel gibt für alle Belegungen der Eingänge A, B, . . .die Belegung des Ausgangs an. Eine Wahrheitswerttabelle fü r eine Formel enthält für jede Aussagenvariable, die in der Formel vorkommt, eine Kolonne, und in den Kolonnen werden alle möglichen Kombinationen von Wahrheitswerten eingetragen . Aus den Definitionen können wir die folgenden Wahrheitswert tabellen bilden: A ¬ A w f f w A B A ∧ B A ∨ B A ⇒ B A \Longleftrightarrow B w w w w w w w f f w f f f w f w w f f f f f w w ANALYSIS I-III, 2011/2013 177\n\nIntuition: This definition gives precise language for the topic of see reconstructed table of contents for this section.";"definition sec-A-1- Aussagenlogik ch-A";"1";"PDF p178; section A.1. Aussagenlogik"
"Define Kontradiktion (Def A.1.8).";"Eine Formel, deren Wahrheitswert für alle Belegungen der Au ssagenvariablen immer falsch ist, heißt Kontradiktion. Eine Formel, deren Wahrheitswert für alle Belegungen der A ussagenva- riablen immer wahr ist, heißt Tautologie oder allgemeingültige Formel. Zwei Formeln A und B heißen logisch äquivalent, wenn die Formel A \Longleftrightarrow B eine Tautologie ist.\n\nIntuition: This definition gives precise language for the topic of see reconstructed table of contents for this section.";"definition sec-A-1- Aussagenlogik ch-A";"1";"PDF p179; section A.1. Aussagenlogik"
"State Satz A.1.9: Aussagenlogische Gesetze.";"Die folgenden Formeln sind Tautologien: A ∨ ⊤(A.1) A ∨ ⊥ \Longleftrightarrow A A ∨ ¬ A (Gesetz vom ausgeschlossenen Dritten) ¬ (A ∧ ¬ A) (Gesetz vom ausgeschlossenen Widerspruch)(A.2) ¬ (¬ A) \Longleftrightarrow A (Gesetz von der doppelten Verneinung) (A ∧ B) ∧ C \Longleftrightarrow A ∧ (B ∧ C) , (A ∨ B) ∨ C \Longleftrightarrow A ∨ (B ∨ C) (Assoziativgesetze)(A.3) A ∨ (B ∧ C) \Longleftrightarrow (A ∨ B) ∧ (A ∨ C) , A ∧ (B ∨ C) \Longleftrightarrow (A ∧ B) ∨ (A ∧ C) (Distributivgesetze)(A.4) ¬ (A ∧ B) \Longleftrightarrow (¬ A ∨ ¬ B) , ¬ (A ∨ B) \Longleftrightarrow (¬ A ∧ ¬ B) (De Morgansche Regeln)(A.5) (A ⇒ B) \Longleftrightarrow (¬ A ∨ B)(A.6) Abschlussregeln: A ⇒ (A ∨ B) , A ⇒ (B ⇒ A) , (A ∧ B) ⇒ A (Abschwächungsregeln) ((A ⇒ B) ∧ (B ⇒ C)) ⇒ (A ⇒ C) (Kettenschlussregel) ((A ⇒ B) ∧ A) ⇒ B (Abtrennungsregel, modus ponens)(A.7) (A ⇒ B) \Longleftrightarrow (¬ B ⇒ ¬ A) (Kontrapositionsgesetz)(A.8) (A ⇒ B) \Longleftrightarrow (A ∧ ¬ B ⇒ ⊥ )(A.9) (A ⇒ B) ∧ ¬ B ⇒ ¬ A (Gesetz zum modus tollens) . Ein Beispiel zu den de Morganschen Regeln: Die Negation von „ Ich bin schön und ich bin reich“ ist „Ich bin nicht schön oder ich bin nicht reich“. Die Aussage ¬ B ⇒ ¬ A heißt Kontraposition von A…\n\nUse: This is a reusable tool: check its assumptions before applying it in exercises.";"satz sec-A-1- Aussagenlogik ch-A aussagenlogische gesetze";"3";"PDF p179; section A.1. Aussagenlogik"
"Define unnamed definition in A.2. Prädikatenlogik (Def A.2.1).";"Seien X1, . . . ,X k Mengen. Eine k-stellige Aussageform oder Prädikat mit freien Varia- blen aus X1, . . . ,X k ist ein sprachlicher Ausdruck A(x1, . . . ,xk), der endlich viele Variablen x1 \in X1 . . . ,xk \in X k enthält und zu einer Aussage wird, wenn alle Variablen mit We rten belegt werden. Eine Aussage ist per definitionem eine 0-stellige Aussageform.\n\nIntuition: This definition gives precise language for the topic of see reconstructed table of contents for this section.";"definition sec-A-2- Prädikatenlogik ch-A";"1";"PDF p180; section A.2. Prädikatenlogik"
"What pattern is shown in Beispiel A.2.2?";"See reconstructed table of contents for this section.\n\nSource: ◦ A(x): „Es gibt eine rationale Zahl x, für die gilt: x2 = 2.“ (falsch) ◦ B(x, y, z): „Für alle reellen Zahlen x, y und z gilt: ( x ·y) ·z = x ·(y ·z).“ (wahr) Eine Quantifizierung von Variablen erzeugt aus einer Aussageform eine solche nie drigerer Stellenzahl. Quantor umgangssprachlich symbolisch Generalisierung für alle x \forall x : A(x, . . .) (für jedes x, für beliebiges x) Partikularisierung es gibt (mindestens) ein x \existsx : A(x, . . .) (es existiert (mindestens) ein x) verstärkte Pa…";"beispiel sec-A-2- Prädikatenlogik ch-A";"2";"PDF p180; section A.2. Prädikatenlogik"
"What pattern is shown in Beispiel A.2.3?";"See reconstructed table of contents for this section.\n\nSource: Obige Aussagen können dann wie folgt geschrieben werden: ◦ \exists x : x \in Q ∧ x2 = 2 oder \existsx \in Q : x2 = 2. ◦ \forall x \forall y \forall z \in R : (x ·y) ·z = x ·(y ·z). Andere Aussagen, die Quantifizierungen enthalten: Gruppenaxiome: \forall x \forall y \forall z : (x ·y) ·z = x ·(y ·z) \exists e \forall x : e ·x = x ·e = x \forall x \exists y : x ·y = y ·x = e";"beispiel sec-A-2- Prädikatenlogik ch-A";"2";"PDF p180; section A.2. Prädikatenlogik"
"State Satz A.2.4: Prädikatenlogische Gesetze..";"Kommutativgesetze \forall x \forall y : A(x, y, . . .) \Longleftrightarrow \forall y \forall x : A(x, y, . . .) \existsx \exists y : A(x, y, . . .) \Longleftrightarrow \exists y \existsx : A(x, y, . . .) \forall x : (A(x, . . .) ∧ B(x, . . .)) \Longleftrightarrow (\forall x : A(x, . . .)) ∧ (\forall x : (B(x, . . .)) \existsx : (A(x, . . .) ∨ B(x, . . .)) \Longleftrightarrow (\existsx : A(x, . . .)) ∨ (\existsx : (B(x, . . .)) De Morgansche Regeln ¬\forall x : A(x, . . .) \Longleftrightarrow \exists x : ¬ A(x, . . .) ¬\exists x : A(x, . . .) \Longleftrightarrow \forall x : ¬ A(x, . . .) Abschwächungsregeln \existsx \forall y : A(x, y, . . .) ⇒ \forall y \existsx : A(x, y, . . .) \exists!x : A(x, . . .) ⇒ \exists x : A(x, . . .) ANALYSIS I-III, 2011/2013 179\n\nUse: This is a reusable tool: check its assumptions before applying it in exercises.";"satz sec-A-2- Prädikatenlogik ch-A prädikatenlogische gesetze";"3";"PDF p180; section A.2. Prädikatenlogik"
"What pattern is shown in Beispiel A.3.1?";"See reconstructed table of contents for this section.\n\nSource: Beweis von (A.13): Definition: n \in N heißt ungerade genau dann, wenn es k \in N0 gibt mit n = 2k + 1. Ist n \in N ungerade, so gibt es nach Definition k \in N0 mit n = 2k + 1. Dann ist n2 = (2k + 1)2 = 4k2 + 4k + 1 = 2(2k2 + 2) + 1 auch von der Form 2 m + 1 mit m = 2k2 + 2 \in N0, also nach Definition ungerade. □ ANALYSIS I-III, 2011/2013 180 Oder formaler: n \in N ungerade :\Longleftrightarrow \exists k \in N0 : n = 2k + 1 ⇒ n2 = (2k + 1)2 = 4k2 + 4k + 1 = 2(2k2 + 2) + 1 ⇒ \exists m \in N0 :…";"beispiel sec-A-3- Beweistechnik ch-A";"2";"PDF p181; section A.3. Beweistechnik"
"What pattern is shown in Beispiel A.3.2?";"See reconstructed table of contents for this section.\n\nSource: Dies ist ein komplizierteres Beispiel. Zu zeigen ist: (A.16) Für alle x, y, z \in R mit x < y und y \le z gilt x < z.";"beispiel sec-A-3- Beweistechnik ch-A";"2";"PDF p182; section A.3. Beweistechnik"
"What pattern is shown in Beispiel A.3.4?";"See reconstructed table of contents for this section.\n\nSource: Beweis von (A.15): Zu zeigen: A ⇒ B, wobei A : „n2 ist ungerade“, B : „n ist ungerade“. Dann ist ¬ B : „n ist gerade“ und ¬ A : „ n2 ist gerade“. Offensichtlich ist ¬ B ⇒ ¬ A wahr . Also gilt auch A ⇒ B.";"beispiel sec-A-3- Beweistechnik ch-A";"2";"PDF p182; section A.3. Beweistechnik"
"What pattern is shown in Beispiel A.3.5?";"See reconstructed table of contents for this section.\n\nSource: Zu beweisen:";"beispiel sec-A-3- Beweistechnik ch-A";"2";"PDF p182; section A.3. Beweistechnik"
"State Satz A.3.6: A.3. Beweistechnik.";"Wenn es in einer Schule 733 Schüler gibt, dann gibt es in einem Jahr mindestens 3 Schüler , die ihren Geburtstag am gleichen Tag feiern.\n\nUse: This is a reusable tool: check its assumptions before applying it in exercises.";"satz sec-A-3- Beweistechnik ch-A";"3";"PDF p182; section A.3. Beweistechnik"
"What pattern is shown in Beispiel A.3.7?";"See reconstructed table of contents for this section.\n\nSource: Zu beweisen:";"beispiel sec-A-3- Beweistechnik ch-A";"2";"PDF p183; section A.3. Beweistechnik"
"State Satz A.3.8: A.3. Beweistechnik.";"Sei (mindestens) eine von zwei ganzen Zahlen n und m nicht durch 3 teilbar . Dann ist auch die Summe oder die Differenz von n und m nicht durch 3 teilbar .\n\nUse: This is a reusable tool: check its assumptions before applying it in exercises.";"satz sec-A-3- Beweistechnik ch-A";"3";"PDF p183; section A.3. Beweistechnik"
"What pattern is shown in Beispiel A.3.9?";"See reconstructed table of contents for this section.\n\nSource: Wir beweisen:";"beispiel sec-A-3- Beweistechnik ch-A";"2";"PDF p183; section A.3. Beweistechnik"
"State Satz A.3.10: A.3. Beweistechnik.";"\sqrt 2 ist irrational.\n\nUse: This is a reusable tool: check its assumptions before applying it in exercises.";"satz sec-A-3- Beweistechnik ch-A";"3";"PDF p183; section A.3. Beweistechnik"
"What pattern is shown in Beispiel A.3.12?";"See reconstructed table of contents for this section.\n\nSource: Definition: Eine Primzahl ist eine natürliche Zahl mit genau zwei natürlichen Zahlen als Teiler , nämlich 1 und sich selbst. Primzahlen sind also 2 ,3,5,7,11, . . . Fundamentalsatz der Arithmetik: Jede natürliche Zahl läss t sich als Produkt von Primzahlen schreiben. Diese Produktdarstellung ist bis auf die Reihenfolge der Fa ktoren eindeutig. Wir beweisen:";"beispiel sec-A-4- Mengenlehre ch-A";"2";"PDF p184; section A.4. Mengenlehre"
"State Satz A.3.13: Euklid.";"Es gibt unendlich viele Primzahlen p \in N.\n\nUse: This is a reusable tool: check its assumptions before applying it in exercises.";"satz sec-A-4- Mengenlehre ch-A euklid";"3";"PDF p184; section A.4. Mengenlehre"
"Define Inklusion (Def A.4.1).";"Sind X und Y Mengen, so bedeutet X \subset Y , dass jedes Element von X Element von Y ist. Ist X \subset Y , so sagt man, X sei eine Teilmenge von Y oder X sei in Y enthalten oder Y umfasse X ; man schreibt auch Y \supset X . Die „ \subset “–Beziehung heißt Inklusion. Für die Negation von X \subset Y schreibt man X ̸\subset Y . Wenn X und Y Mengen sind, für die X \subset Y und X ̸= Y gilt, so spricht man von einer echten Teilmenge (X ist echt enthalten in Y ). Offenbar gilt X \subset X , (X \subset Y undY \subset Z) \Rightarrow X \subset Z A.4.2. Extensionalitätsaxiom. Umfangsgleiche Mengen sind gleich; mit anderen Worten: Zwe i Mengen sind genau dann gleich, wenn sie aus denselben Elementen bestehe n. Daraus folgt (X \subset Y und Y \subset X ) \Longleftrightarrow X = Y ANALYSIS I-III, 2011/2013 183 Dementsprechend zerfallen fast alle Beweise von Gleichhei ten zwischen zwei Mengen X und Y in zwei Teile; zuerst hat man X \subset Y und dann Y \subset X zu zeigen. Wir geben nun ein wichtiges Mittel zum Bilden von neuen Menge n aus gegebenen Mengen an. Das nächste Axiom besagt, dass eine Aussage über Elemente einer gewisse n Menge aus dieser eine Teilmenge aussondert, nämlich die Tei…\n\nIntuition: This definition gives precise language for the topic of see reconstructed table of contents for this section.";"definition sec-A-4- Mengenlehre ch-A";"1";"PDF p184; section A.4. Mengenlehre"
"Define unnamed definition in A.4. Mengenlehre (Def A.4.4).";"Sind X , Y zwei Mengen und gilt Y \subset X , so ist die Menge {x \in X : x ̸\in Y } eine Teilmenge von X , die sogenannte Differenz von X und Y oder das Komplement von Y bezüglich X , in Zeichen X \setminus Y oder ∁X Y (oder auch ∁Y , wenn kein Missverständnis zu befürchten ist). Sind zwei Mengen X ,Y gegeben, so existiert eine Menge, die genau aus denjenigen E lementen besteht, die sowohl zu X als auch zu Y gehören, nämlich {x \in X : x \in Y }; sie wird Durchschnitt von X und Y genannt und mit X \cap Y bezeichnet. Ist X eine Menge und x \in X , so bedeutet {x} die Menge, deren einziges Element x ist. Um unserem Vorgehen Substanz zu geben, setzen wir voraus: A.4.5. Existenzaxiom. Es gibt eine Menge. Als logische Folgerung ergibt sich aus diesem Axiom, dass ei ne Menge ohne irgendein Element existiert. Hat man nämlich eine Menge X , so wende man das Aussonderungsaxiom mit der Aussage „ x ̸= x“. Das Ergebnis ist die Menge (A.23) \emptysetX = {x \in X : x ̸= x}, gennant die leere Teilmenge von X . Es ist bemerkenswert, dass jede beliebige Eigenschaft auf Elemente von \emptysetX zutrifft. A.4.6. Aufgabe. Betrachte die Aussage: “Alle Menschen über 200 Jahre sind Ho chleistungssportle…\n\nIntuition: This definition gives precise language for the topic of see reconstructed table of contents for this section.";"definition sec-A-4- Mengenlehre ch-A";"1";"PDF p185; section A.4. Mengenlehre"
